mutated_node	node_ko	drugs	growth	nb_fixpoints	stable_state
CSK%0	PIK3CA%0	PI	0.0	1	10113011111101000121111010111011111011101100001011013101011111111110101111101101100001110010010110010111011100100110000111111001111001111111101100
CSK%0	CTNNB1%0	PK	2.0	1	10113011111111001010011111100010111100001100001111111100111111110110101111111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	JNK_f%0	JN	2.0	1	10113001111111001111111010111010111011101100001111111100111111100110101111111101101001110011110100010000011100110100011011110001101001111110101101
CSK%0	RSK_f%0	D1	1.0	1	10112011111111001111111010111010111011101100001111111100111111110110101111011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	IKBKB%0	60	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	TGFBR1%0,ACVR1%0	SB	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101101001110011110110010000011100100110011101110001111001111111101101
CSK%0	JAK_f%0	RU	2.0	1	10113011111011001111111010111010111011101100001111111100111111110110101111111101101001110001110110010000011100110110011111111001111001111111101101
CSK%0	CK1_f%0,TGFBR1%0	D4	2.0	1	10113011111111001111111010111010111010101100001111111100111111110110101111111101101001110011110110010000011100110110011111110001111001111111101101
CSK%0	MYC%0	F4	1.0	1	10112011111111001111101010111100110011101100001111111100111110110110101111111101101001110011110110010000011100110110011111111000110101111101010001
CSK%0	STAT3%0	ST	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101001001110011110110010000011100110110011111111001111001111111101101
CSK%0	PDPK1%0	G2	0.0	1	10111011111111001111101010111100110011110100001111111100111110110110101110001101101001110011110110010000011100110110011111111000110101111101010011
CSK%0	ROCK1%0	G4	2.0	1	10113011111111001111111010111010111011101100001111111100111110110110101111111101101001110011110110010000011100110110011111111001111001111101010001
CSK%0	SYK%0	P5	2.0	1	10113011011111001111111010111010111011101100001111111100111111110110100001111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MAP3K7%0,AKT_f%0	5Z-AK	0.0	1	10113011111101000121111010111011111011111100001011013101111111111110101111101101100001110010010110010111011100100110000111111001111001111111101101
CSK%0	MAP3K7%0,MAPK14%0	5Z-BI	1.0	1	10113011101111001111111010111010001011101100001111112100111111010110101111111111101101011111100110010000001111010110011111111001111001111111101101
CSK%0	MAP3K7%0,GSK3_f%0	5Z-CT	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MAP3K7%0,MEK_f%0	5Z-PD	1.0	1	10112111111110001111111010111010111011101000001111111100111111110010111111011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MAP3K7%0,PIK3CA%0	5Z-PI	0.0	1	10113011111101000121111010111011111011101100001011013101011111111110101111101101100001110010010110010111011100100110000111111001111001111111101100
CSK%0	MAP3K7%0,CTNNB1%0	5Z-PK	2.0	1	10113011111111001010011111100010111100001100001111111100111111110110101111111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MAP3K7%0,JNK_f%0	5Z-JN	2.0	1	10113001111111001111111010111010111011101100001111111100111111100110101111111101101001110011110100010000011100110100011011110001101001111110101101
CSK%0	MAP3K7%0,RSK_f%0	5Z-D1	1.0	1	10112011111111001111111010111010111011101100001111111100111111110110101111011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MAP3K7%0,IKBKB%0	5Z-60	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MAP3K7%0,TGFBR1%0,ACVR1%0	5Z-SB	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101101001110011110110010000011100100110011101110001111001111111101101
CSK%0	MAP3K7%0,JAK_f%0	5Z-RU	2.0	1	10113011111011001111111010111010111011101100001111111100111111110110101111111101101001110001110110010000011100110110011111111001111001111111101101
CSK%0	MAP3K7%0,CK1_f%0,TGFBR1%0	5Z-D4	2.0	1	10113011111111001111111010111010111010101100001111111100111111110110101111111101101001110011110110010000011100110110011111110001111001111111101101
CSK%0	MAP3K7%0,MYC%0	5Z-F4	1.0	1	10112011111111001111101010111100110011101100001111111100111110110110101111111101101001110011110110010000011100110110011111111000110101111101010001
CSK%0	MAP3K7%0,STAT3%0	5Z-ST	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101001001110011110110010000011100110110011111111001111001111111101101
CSK%0	MAP3K7%0,PDPK1%0	5Z-G2	0.0	1	10111011111111001111101010111100110011110100001111111100111110110110101110001101101001110011110110010000011100110110011111111000110101111101010011
CSK%0	MAP3K7%0,ROCK1%0	5Z-G4	2.0	1	10113011111111001111111010111010111011101100001111111100111110110110101111111101101001110011110110010000011100110110011111111001111001111101010001
CSK%0	MAP3K7%0,SYK%0	5Z-P5	2.0	1	10113011011111001111111010111010111011101100001111111100111111110110100001111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	AKT_f%0,MAPK14%0	AK-BI	0.0	1	10113011101101000010011111111011001100011100001011013101111111011110101111101111100111011110000111010111001111000111100111111001111001111111101101
CSK%0	AKT_f%0,GSK3_f%0	AK-CT	0.0	1	10113011111101000121111010111011111011111100001011013101111111111110101111101101100001110010010110010111011100100110000111111001111001111111101101
CSK%0	AKT_f%0,MEK_f%0	AK-PD	n/a	0	-
CSK%0	AKT_f%0,PIK3CA%0	AK-PI	0.0	1	10113011111101000121111010111011111011101100001011013101011111111110101111101101100001110010010110010111011100100110000111111001111001111111101100
CSK%0	AKT_f%0,CTNNB1%0	AK-PK	0.0	1	10113011111101000020011111100011111100011100001011013101111111111110101111101101100001110010010110010111011100100110000111111001111001111111101101
CSK%0	AKT_f%0,JNK_f%0	AK-JN	3.0	1	10113001111101000121111010111010111011111100001011010100111111101110101111101101100001110011010100010111011100100100000011111001111001111110101101
CSK%0	AKT_f%0,RSK_f%0	AK-D1	-2.0	1	10111011111101000121101010111101110011111100001001013101111111111110101111001101100001110010010110011111011100100110000111111000110101111111101111
CSK%0	AKT_f%0,IKBKB%0	AK-60	0.0	1	10113011111101000121111010111011111011111100001011013101111111111110101111101101100001110010010110010111011100100110000111111001111001111111101101
CSK%0	AKT_f%0,TGFBR1%0,ACVR1%0	AK-SB	0.0	1	10113011111101000121111010111011111011111100001011013101111111111110101111101101100001110010010110010111011100100110000101110001111001111111101101
CSK%0	AKT_f%0,JAK_f%0	AK-RU	0.0	1	10113011111001000121111010111011111011111100001011013101111111111110101111101101100001110000010110010111011100100110000111111001111001111111101101
CSK%0	AKT_f%0,CK1_f%0,TGFBR1%0	AK-D4	0.0	1	10113011111101000121111010111011111010111100001011013101111111111110101111101101100001110010010110010111011100100110000111110001111001111111101101
CSK%0	AKT_f%0,MYC%0	AK-F4	-1.0	1	10112011111101000121101010111101110011111100001011013101111111111110101111101101100001110010010110010111011100100110000111111000110101111111101101
CSK%0	AKT_f%0,STAT3%0	AK-ST	0.0	1	10113011111101000121111010111011111011111100001011013101111111111110101111101101000001110010010110010111011100100110000111111001111001111111101101
CSK%0	AKT_f%0,PDPK1%0	AK-G2	-2.0	1	10111011111101000121101010111101110011110100001001013101111111111110101111001101100001110010010110011111011100100110000111111000110101111111101111
CSK%0	AKT_f%0,ROCK1%0	AK-G4	0.0	1	10113011111101000121111010111011111011111100001011013101111110111110101111101101100001110010010110010111011100100110000111111001111001111101010001
CSK%0	AKT_f%0,SYK%0	AK-P5	0.0	1	10113011011101000121111010111011111011111100001011013101111111111110100001101101100001110010010110010111011100100110000111111001111001111111101101
CSK%0	MAPK14%0,GSK3_f%0	BI-CT	2.0	1	10113011101111001000011111111010001100001100001111111000111111011110101111111111101111011111100111010000001111010111111111111001111001111111101101
CSK%0	MAPK14%0,MEK_f%0	BI-PD	1.0	1	10112011101110001000011111111010001100001000001111111000111111011010111111011111101111011111100111010000000011010111111111111001111001111111101101
CSK%0	MAPK14%0,PIK3CA%0	BI-PI	0.0	1	10113011101101000010011111111011001100001100001011013101011111011110101111101111100111011110000111010111001111000111100111111001111001111111101100
CSK%0	MAPK14%0,CTNNB1%0	BI-PK	2.0	1	10113011101111001000011111100010001100001100001111111000111111011110101111111111101111011111100111010000001111010111111111111001111001111111101101
CSK%0	MAPK14%0,JNK_f%0	BI-JN	1.0	1	10113001101111001111111010111010001011101100001111112100111111000110101111111111101101001111100100010000001110010100011011110001101001111110101101
CSK%0	MAPK14%0,RSK_f%0	BI-D1	1.0	1	10112011101111001000011111111010001100001100001111111000111111011110101111011111101111011111100111010000001111010111111111111001111001111111101101
CSK%0	MAPK14%0,IKBKB%0	BI-60	2.0	1	10113011101111001000011111111010001100001100001111111000111111011110101111111111101101011111100110010000001111010111111111111001111001111111101101
CSK%0	MAPK14%0,TGFBR1%0,ACVR1%0	BI-SB	1.0	1	10113011101111001111111010111010001011101100001111112100111111010110101111111111101101001111100110010000001110000110011101110001111001111111101101
CSK%0	MAPK14%0,JAK_f%0	BI-RU	3.0	1	10113011101011001000011111111010001100001100001111110000111111011110101111111111101111011001100111010000001111010111111111111001111001111111101101
CSK%0	MAPK14%0,CK1_f%0,TGFBR1%0	BI-D4	1.0	1	10113011101111001111111010111010001010101100001111112100111111010110101111111111101101001111100110010000001110010110011111110001111001111111101101
CSK%0	MAPK14%0,MYC%0	BI-F4	1.0	1	10112011101111001100101111111100000011101100001111111000111111011110101111111111101111011111100111010000001111010111111111111000110101111101010001
CSK%0	MAPK14%0,STAT3%0	BI-ST	2.0	1	10113011101111001000011111111010001100001100001111111000111111011110101111111111001111011111100111010000001111010111111111111001111001111111101101
CSK%0	MAPK14%0,PDPK1%0	BI-G2	0.0	1	10111011101111001100101111111100000011110100001111111000111111011110101110000111101111011111100111010000001111010111111111111000110101111101010011
CSK%0	MAPK14%0,ROCK1%0	BI-G4	2.0	1	10113011101111001000011111111010001100001100001111111000111111011110101111111111101111011111100111010000001111010111111111111001111001111101010001
CSK%0	MAPK14%0,SYK%0	BI-P5	2.0	1	10113011001111001000011111111010001100001100001111111000111111011110100001111111101111011111100111010000001111010111111111111001111001111111101101
CSK%0	GSK3_f%0,MEK_f%0	CT-PD	1.0	1	10112111111110001111111010111010111011101000001111111100111111110010111111011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	GSK3_f%0,PIK3CA%0	CT-PI	0.0	1	10113011111101000121111010111011111011101100001011013101011111111110101111101101100001110010010110010111011100100110000111111001111001111111101100
CSK%0	GSK3_f%0,CTNNB1%0	CT-PK	2.0	1	10113011111111001010011111100010111100001100001111111100111111110110101111111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	GSK3_f%0,JNK_f%0	CT-JN	2.0	1	10113001111111001111111010111010111011101100001111111100111111100110101111111101101001110011110100010000011100110100011011110001101001111110101101
CSK%0	GSK3_f%0,RSK_f%0	CT-D1	1.0	1	10112011111111001111111010111010111011101100001111111100111111110110101111011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	GSK3_f%0,IKBKB%0	CT-60	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	GSK3_f%0,TGFBR1%0,ACVR1%0	CT-SB	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101101001110011110110010000011100100110011101110001111001111111101101
CSK%0	GSK3_f%0,JAK_f%0	CT-RU	2.0	1	10113011111011001111111010111010111011101100001111111100111111110110101111111101101001110001110110010000011100110110011111111001111001111111101101
CSK%0	GSK3_f%0,CK1_f%0,TGFBR1%0	CT-D4	2.0	1	10113011111111001111111010111010111010101100001111111100111111110110101111111101101001110011110110010000011100110110011111110001111001111111101101
CSK%0	GSK3_f%0,MYC%0	CT-F4	1.0	1	10112011111111001111101010111100110011101100001111111100111110110110101111111101101001110011110110010000011100110110011111111000110101111101010001
CSK%0	GSK3_f%0,STAT3%0	CT-ST	2.0	1	10113011111111001111111010111010111011101100001111111100111111110110101111111101001001110011110110010000011100110110011111111001111001111111101101
CSK%0	GSK3_f%0,PDPK1%0	CT-G2	0.0	1	10111011111111001111101010111100110011110100001111111100111110110110101110001101101001110011110110010000011100110110011111111000110101111101010011
CSK%0	GSK3_f%0,ROCK1%0	CT-G4	2.0	1	10113011111111001111111010111010111011101100001111111100111110110110101111111101101001110011110110010000011100110110011111111001111001111101010001
CSK%0	GSK3_f%0,SYK%0	CT-P5	2.0	1	10113011011111001111111010111010111011101100001111111100111111110110100001111101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MEK_f%0,PIK3CA%0	PD-PI	n/a	0	-
CSK%0	MEK_f%0,CTNNB1%0	PD-PK	1.0	1	10112111111110001010011111100010111100001000001111111100111111110010111111011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MEK_f%0,JNK_f%0	PD-JN	1.0	1	10112101111110001111111010111010111011101000001111111100111111100010111111011101101001110011110100010000011100010100011011110001101001111110101101
CSK%0	MEK_f%0,RSK_f%0	PD-D1	1.0	1	10112111111110001111111010111010111011101000001111111100111111110010111111011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MEK_f%0,IKBKB%0	PD-60	1.0	1	10112111111110001111111010111010111011101000001111111100111111110010111111011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	MEK_f%0,TGFBR1%0,ACVR1%0	PD-SB	1.0	1	10112111111110001111111010111010111011101000001111111100111111110010111111011101101001110011110110010000011100100110011101110001111001111111101101
CSK%0	MEK_f%0,JAK_f%0	PD-RU	1.0	1	10112111111010001111111010111010111011101000001111111100111111110010111111011101101001110001110110010000011100110110011111111001111001111111101101
CSK%0	MEK_f%0,CK1_f%0,TGFBR1%0	PD-D4	1.0	1	10112111111110001111111010111010111010101000001111111100111111110010111111011101101001110011110110010000011100110110011111110001111001111111101101
CSK%0	MEK_f%0,MYC%0	PD-F4	0.0	1	10111111111110001111101010111100110011101000001111111100111110110010111111011101101001110011110110010000011100110110011111111000110101111101010001
CSK%0	MEK_f%0,STAT3%0	PD-ST	1.0	1	10112111111110001111111010111010111011101000001111111100111111110010111111011101001001110011110110010000011100110110011111111001111001111111101101
CSK%0	MEK_f%0,PDPK1%0	PD-G2	0.0	1	10111111111110001111101010111100110011110000011111111100111110110010111110001101101001110011110110010000011100110110011111111000110101111101010011
CSK%0	MEK_f%0,ROCK1%0	PD-G4	1.0	1	10112111111110001111111010111010111011101000001111111100111110110010111111011101101001110011110110010000011100110110011111111001111001111101010001
CSK%0	MEK_f%0,SYK%0	PD-P5	1.0	1	10112111011110001111111010111010111011101000001111111100111111110010110001011101101001110011110110010000011100110110011111111001111001111111101101
CSK%0	PIK3CA%0,CTNNB1%0	PI-PK	0.0	1	10113011111101000020011111100011111100001100001011013101011111111110101111101101100001110010010110010111011100100110000111111001111001111111101100
CSK%0	PIK3CA%0,JNK_f%0	PI-JN	3.0	1	10113001111101000121111010111010111011101100001011010100011111101110101111101101100001110011010100010111011100100100000011111001111001111110101100
